pred
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
353.4438000488281
354.31779998779297
355.0976998901367
355.6404998779297
355.91989990234373
356.0835000610352
356.4179000854492
356.7286001586914
356.92400024414064
357.20330017089844
357.1770001220703
357.17579986572264
357.09949981689454
357.1427996826172
357.2884997558594
357.5747998046875
357.87929962158205
358.1339996337891
358.42949951171875
358.83259948730466
359.1363995361328
359.3443994140625
359.56789947509765
359.7546994018555
359.8697994995117
360.0938995361328
360.40109954833986
360.7425994873047
361.0907992553711
361.25269927978513
361.53429931640625
361.75359924316405
361.9798992919922
362.0931991577148
362.16009918212893
362.25029907226565
362.24449920654297
361.85749908447264
361.3587991333008
360.83629913330077
360.3282989501953
359.9344989013672
359.68869873046873
359.50349884033204
359.2343991088867
358.9676989746094
358.701598815918
358.30799896240234
357.9335989379883
357.3977990722656
356.9105990600586
356.33889923095705
355.86349914550783
355.36499908447263
354.7210989379883
354.06519897460936
353.4461987304687
352.7414987182617
352.1697985839844
351.72989868164063
351.17369873046874
350.58619873046877
349.8858987426758
349.1230987548828
348.3753988647461
347.6068988037109
346.8696987915039
346.2233987426758
345.513798828125
344.7674987792969
344.0061987304687
343.4272985839844
342.84029876708985
342.189098815918
341.52159881591797
340.80079864501954
339.91599853515623
339.0385983276367
338.2391983032227
337.54189849853515
336.70899841308596
335.85669860839846
334.8587985229492
333.72989868164063
332.4851986694336
331.28239868164064
330.12879852294924
329.0549984741211
328.0874984741211
327.1557983398437
326.2256982421875
325.4545980834961
324.72639831542966
323.92109832763674
323.03519836425784
322.16599822998046
321.4896984863281
320.7762985229492
320.0342984008789
319.3546984863281
318.67359832763674
318.05649841308593
317.3175982666016
316.5795980834961
315.8136981201172
315.1600979614258
314.3410980224609
313.5519979858398
312.79929779052736
312.00269775390626
311.3970977783203
310.7584979248047
310.1709979248047
309.6652978515625
309.1482977294922
308.5279977416992
307.85249786376954
307.132998046875
306.42269805908205
305.6506982421875
304.7713980102539
304.0645980834961
303.39289794921876
302.71839813232424
302.0711981201172
301.3767980957031
300.73939819335936
300.0269982910156
299.37699829101564
298.7402981567383
298.1002981567383
297.43689819335935
296.74179809570313
296.0708981323242
295.44809814453123
294.8167980957031
294.2658981323242
294.03879821777343
293.81899810791015
293.7020980834961
293.61349822998045
293.4190982055664
293.19659820556643
292.99359832763673
292.8745980834961
292.9374981689453
293.0765982055664
293.21259826660156
293.3562985229492
293.6062985229492
293.79619842529297
293.9863983154297
294.063098449707
